,userId,movieId,rating
550,7,151,3.0
551,7,252,2.0
552,7,260,5.0
553,7,271,3.0
554,7,276,2.0
555,7,316,3.0
556,7,339,3.0
557,7,348,4.0
558,7,351,3.0
559,7,355,3.0
560,7,356,4.0
561,7,357,3.0
562,7,362,3.0
563,7,364,4.0
564,7,377,3.0
565,7,425,3.0
566,7,440,4.0
567,7,480,5.0
817,8,1,4.0
818,8,3,5.0
819,8,6,3.0
820,8,10,4.0
821,8,19,1.0
822,8,21,4.0
823,8,39,3.0
824,8,47,5.0
825,8,48,4.0
826,8,110,5.0
827,8,150,4.0
828,8,153,3.0
829,8,161,4.0
830,8,165,3.0
831,8,168,3.0
832,8,172,1.0
833,8,173,3.0
834,8,185,2.0
835,8,207,4.0
836,8,208,3.0
837,8,231,3.0
838,8,236,4.0
839,8,253,4.0
840,8,266,5.0
841,8,276,3.0
842,8,277,4.0
843,8,288,5.0
844,8,292,4.0
845,8,296,5.0
846,8,316,2.0
847,8,329,3.0
848,8,338,2.0
849,8,339,4.0
850,8,344,3.0
851,8,349,5.0
852,8,350,4.0
853,8,353,3.0
854,8,355,2.0
855,8,356,5.0
856,8,357,4.0
857,8,364,4.0
858,8,367,3.0
859,8,372,4.0
860,8,377,4.0
861,8,380,4.0
862,8,381,4.0
863,8,434,5.0
864,8,442,4.0
865,8,454,4.0
866,8,457,5.0
867,8,480,4.0
887,9,356,4.0
922,10,1,4.0
923,10,11,4.0
924,10,25,4.0
925,10,260,4.0
926,10,356,3.0
960,11,1,4.5
961,11,10,2.5
962,11,19,3.5
963,11,32,5.0
964,11,39,4.5
965,11,65,2.0
966,11,110,4.0
967,11,145,3.0
968,11,150,5.0
969,11,153,3.5
970,11,158,4.0
971,11,160,4.0
972,11,165,4.0
973,11,170,5.0
974,11,172,5.0
975,11,173,5.0
976,11,185,4.0
977,11,208,4.5
978,11,231,4.0
979,11,253,4.5
980,11,256,5.0
981,11,260,5.0
982,11,286,0.5
983,11,296,3.5
984,11,316,3.5
985,11,318,5.0
986,11,344,3.5
987,11,356,5.0
988,11,364,4.0
989,11,367,4.0
990,11,377,4.0
991,11,380,5.0
992,11,384,3.5
993,11,405,3.5
994,11,410,4.0
995,11,441,1.5
996,11,442,4.5
997,11,480,5.0
1464,12,1,4.0
1465,12,3,3.0
1466,12,5,2.0
1467,12,6,3.0
1468,12,7,3.0
1469,12,17,3.0
1470,12,32,3.0
1471,12,34,4.0
1472,12,36,4.0
1473,12,95,3.0
1474,12,104,4.0
1475,12,110,4.0
1476,12,208,3.0
1477,12,231,3.0
1478,12,260,4.0
1479,12,344,4.0
1480,12,356,4.0
1481,12,364,4.0
1482,12,376,3.0
1483,12,380,4.0
1484,12,480,3.0
1485,12,494,3.0
1500,13,1,4.0
1501,13,2,3.0
1502,13,10,3.0
1503,13,11,4.0
1504,13,19,3.0
1505,13,32,5.0
1506,13,34,1.0
1507,13,39,3.0
1508,13,47,5.0
1509,13,95,4.0
1510,13,110,5.0
1511,13,150,5.0
1512,13,153,3.0
1513,13,160,4.0
1514,13,161,5.0
1515,13,165,3.0
1516,13,173,3.0
1517,13,185,4.0
1518,13,225,4.0
1519,13,231,3.0
1520,13,236,3.0
1521,13,253,5.0
1522,13,266,5.0
1523,13,282,3.0
1524,13,292,5.0
1525,13,296,5.0
1526,13,300,2.0
1527,13,315,4.0
1528,13,316,3.0
1529,13,317,3.0
1530,13,318,5.0
1531,13,339,3.0
1532,13,344,3.0
1533,13,349,3.0
1534,13,350,4.0
1535,13,356,5.0
1536,13,357,3.0
1537,13,364,3.0
1538,13,367,4.0
1539,13,377,4.0
1540,13,380,2.0
1541,13,410,3.0
1542,13,420,4.0
1543,13,432,3.0
1544,13,434,4.0
1545,13,435,4.0
1546,13,442,4.0
1547,13,457,5.0
1548,13,474,4.0
1549,13,480,3.0
1562,14,1,4.5
1563,14,7,3.5
1564,14,17,5.0
1565,14,34,3.0
1566,14,62,4.0
1567,14,150,5.0
1568,14,252,4.0
1569,14,260,4.0
1570,14,277,4.0
1571,14,314,4.0
1572,14,316,3.0
1573,14,339,4.5
1574,14,344,2.0
1575,14,356,4.0
1576,14,364,4.5
1577,14,368,4.5
1578,14,440,4.5
1579,14,452,4.5
1580,14,457,3.5
1581,14,468,3.5
1582,14,471,5.0
1583,14,480,4.0
1584,14,497,4.5
1805,15,10,2.0
1806,15,11,3.0
1807,15,14,2.0
1808,15,17,3.0
1809,15,21,3.0
1810,15,34,4.0
1811,15,36,3.0
1812,15,39,3.0
1813,15,50,3.0
1814,15,141,3.0
1815,15,150,4.0
1816,15,153,2.0
1817,15,161,3.0
1818,15,165,2.0
1819,15,231,3.0
1820,15,246,4.0
1821,15,296,3.0
1822,15,300,3.0
1823,15,318,3.0
1824,15,326,3.0
1825,15,329,3.0
1826,15,344,3.0
1827,15,349,3.0
1828,15,356,5.0
1829,15,364,4.0
1830,15,377,3.0
1831,15,380,3.0
1832,15,434,2.0
1833,15,440,3.0
1834,15,457,4.0
1835,15,474,4.0
1836,15,480,3.0
1837,15,497,3.0
1854,16,1,3.0
1855,16,6,3.0
1856,16,39,4.0
1857,16,122,4.0
1858,16,223,3.0
1859,16,356,4.0
1914,17,6,4.0
1915,17,110,4.0
1916,17,377,3.0
1917,17,457,5.0
1918,17,480,3.0
1940,18,186,4.0
1941,18,260,1.0
1942,18,296,4.0
1943,18,318,4.5
1944,18,356,4.0
1945,18,383,3.0
1946,18,426,1.0
1947,18,480,1.5
2061,19,1,5.0
2062,19,3,4.0
2063,19,6,5.0
2064,19,7,5.0
2065,19,14,4.0
2066,19,17,4.0
2067,19,25,3.0
2068,19,32,2.0
2069,19,55,3.0
2070,19,61,4.0
2071,19,62,5.0
2072,19,67,3.0
2073,19,74,4.0
2074,19,76,3.0
2075,19,79,3.0
2076,19,86,5.0
2077,19,88,4.0
2078,19,92,3.0
2079,19,95,3.0
2080,19,100,4.0
2081,19,101,3.0
2082,19,112,5.0
2083,19,135,4.0
2084,19,141,5.0
2085,19,376,4.0
2086,19,494,4.0
2111,20,16,4.0
2112,20,19,2.5
2113,20,111,4.5
2114,20,235,3.5
2115,20,370,2.0
2116,20,442,2.0
2117,20,474,2.0
2139,21,6,4.0
2140,21,16,5.0
2141,21,32,4.0
2142,21,50,5.0
2143,21,111,4.0
2144,21,223,3.0
2145,21,235,3.0
2146,21,260,5.0
2147,21,262,4.0
2148,21,293,2.0
2149,21,296,5.0
2150,21,318,5.0
2151,21,319,3.0
2152,21,322,3.0
2153,21,337,3.0
2154,21,364,3.0
2155,21,474,4.0
2302,22,1,3.0
2303,22,6,5.0
2304,22,16,5.0
2305,22,47,4.0
2306,22,50,4.0
2307,22,69,3.0
2308,22,95,4.0
2309,22,110,4.0
2310,22,111,4.0
2311,22,165,4.0
2312,22,288,1.0
2313,22,292,3.0
2314,22,296,5.0
2315,22,303,3.0
2316,22,318,5.0
2317,22,353,3.0
2318,22,358,3.0
2319,22,377,4.0
2320,22,434,4.0
2321,22,457,3.0
2322,22,474,3.0
2323,22,479,3.0
2324,22,494,4.0
2435,23,1,4.0
2436,23,25,4.0
2437,23,32,5.0
2438,23,47,5.0
2439,23,50,5.0
2440,23,70,1.0
2441,23,110,4.0
2442,23,223,5.0
2443,23,232,3.0
2444,23,235,3.0
2445,23,293,5.0
2446,23,296,5.0
2447,23,318,5.0
2448,23,342,3.0
2449,23,347,3.0
2450,23,356,2.0
2451,23,457,4.0
2452,23,475,4.0
2453,23,493,3.0
2537,24,1,4.0
2538,24,5,2.0
2539,24,6,4.0
2540,24,7,3.0
2541,24,10,3.0
2542,24,16,5.0
2543,24,18,5.0
2544,24,21,3.0
2545,24,24,4.0
2546,24,25,5.0
2547,24,32,4.0
2548,24,34,4.0
2549,24,36,3.0
2550,24,39,3.0
2551,24,47,4.0
2552,24,50,5.0
2553,24,62,3.0
2554,24,69,4.0
2555,24,73,4.0
2556,24,89,3.0
2557,24,95,4.0
2558,24,104,5.0
2559,24,110,4.0
2560,24,112,2.0
2561,24,150,3.0
2562,24,151,3.0
2563,24,161,3.0
2564,24,163,3.0
2565,24,165,4.0
2566,24,177,4.0
2567,24,188,5.0
2568,24,198,1.0
2569,24,216,5.0
2570,24,223,5.0
2571,24,231,4.0
2572,24,246,4.0
2573,24,253,5.0
2574,24,260,5.0
2575,24,266,5.0
2576,24,288,4.0
2577,24,292,4.0
2578,24,295,2.0
2579,24,296,5.0
2580,24,300,3.0
2581,24,316,3.0
2582,24,317,4.0
2583,24,318,5.0
2584,24,329,3.0
2585,24,337,2.0
2586,24,339,3.0
2587,24,344,5.0
2588,24,349,3.0
2589,24,350,3.0
2590,24,353,4.0
2591,24,356,5.0
2592,24,357,4.0
2593,24,358,2.0
2594,24,367,4.0
2595,24,368,2.0
2596,24,372,2.0
2597,24,377,4.0
2598,24,380,4.0
2599,24,383,3.0
2600,24,410,3.0
2601,24,423,3.0
2602,24,431,3.0
2603,24,437,1.0
2604,24,440,3.0
2605,24,441,4.0
2606,24,450,2.0
2607,24,457,5.0
2608,24,468,1.0
2609,24,480,3.0
2610,24,491,2.0
3043,25,21,3.5
3044,25,22,4.0
3045,25,31,3.0
3046,25,32,3.5
3047,25,39,4.5
3048,25,47,3.0
3049,25,50,3.5
3050,25,104,2.5
3051,25,110,3.5
3052,25,111,3.5
3053,25,141,3.5
3054,25,175,4.5
3055,25,223,4.5
3056,25,231,3.0
3057,25,253,3.5
3058,25,261,4.0
3059,25,288,3.5
3060,25,296,4.0
3061,25,318,4.0
3062,25,337,4.0
3063,25,344,3.5
3064,25,356,4.0
3065,25,364,3.5
3066,25,367,2.0
3067,25,372,4.0
3068,25,377,2.5
3069,25,428,4.0
3070,25,480,3.5
3164,26,10,3.0
3165,26,19,3.0
3166,26,21,4.0
3167,26,22,3.0
3168,26,39,4.0
3169,26,47,4.0
3170,26,50,5.0
3171,26,110,4.0
3172,26,150,4.0
3173,26,153,3.0
3174,26,160,2.0
3175,26,161,3.0
3176,26,165,3.0
3177,26,173,2.0
3178,26,185,3.0
3179,26,188,2.0
3180,26,208,3.0
3181,26,225,3.0
3182,26,231,2.0
3183,26,253,3.0
3184,26,266,3.0
3185,26,273,3.0
3186,26,288,4.0
3187,26,292,3.0
3188,26,296,5.0
3189,26,300,4.0
3190,26,316,3.0
3191,26,317,3.0
3192,26,318,5.0
3193,26,329,3.0
3194,26,339,3.0
3195,26,344,3.0
3196,26,349,3.0
3197,26,356,5.0
3198,26,357,5.0
3199,26,364,3.0
3200,26,367,4.0
3201,26,377,3.0
3202,26,380,3.0
3203,26,410,3.0
3204,26,420,3.0
3205,26,426,3.0
3206,26,434,3.0
3207,26,435,3.0
3208,26,440,5.0
3209,26,454,3.0
3210,26,457,4.0
3211,26,480,5.0
3225,27,11,4.0
3226,27,29,3.0
3227,27,47,4.5
3228,27,104,4.0
3229,27,162,4.0
3230,27,231,4.5
3231,27,235,3.0
3232,27,266,4.0
3233,27,368,4.5
3234,27,480,4.5
3235,27,491,3.0
3294,28,150,1.0
3295,28,161,3.0
3296,28,165,3.0
3297,28,185,1.0
3298,28,196,1.0
3299,28,213,5.0
3300,28,231,3.0
3301,28,253,3.0
3302,28,266,1.0
3303,28,282,3.0
3304,28,292,3.0
3305,28,296,5.0
3306,28,315,2.0
3307,28,339,3.0
3308,28,344,2.0
3309,28,356,4.0
3310,28,357,4.0
3311,28,367,2.0
3312,28,377,3.0
3313,28,380,2.0
3314,28,410,5.0
3315,28,417,1.0
3316,28,442,3.0
3317,28,477,3.0
3318,28,480,2.0
3326,29,2,3.0
3327,29,9,4.0
3328,29,11,4.0
3329,29,15,4.0
3330,29,16,4.0
3331,29,19,3.0
3332,29,20,4.0
3333,29,21,3.0
3334,29,22,3.0
3335,29,23,4.0
3336,29,24,3.0
3337,29,31,4.0
3338,29,32,3.0
3339,29,34,4.0
3340,29,42,3.0
3341,29,44,3.0
3342,29,46,3.0
3343,29,47,4.0
3344,29,50,4.0
3345,29,57,3.0
3346,29,60,4.0
3347,29,70,4.0
3348,29,93,3.0
3349,29,104,4.0
3350,29,110,5.0
3351,29,112,4.0
3352,29,122,3.0
3353,29,132,3.0
3354,29,135,3.0
3355,29,145,4.0
3356,29,147,3.0
3357,29,150,4.0
3358,29,151,3.0
3359,29,153,3.0
3360,29,157,3.0
3361,29,158,3.0
3362,29,159,4.0
3363,29,160,3.0
3364,29,161,4.0
3365,29,164,4.0
3366,29,165,4.0
3367,29,168,3.0
3368,29,170,3.0
3369,29,172,3.0
3370,29,173,4.0
3371,29,179,3.0
3372,29,185,3.0
3373,29,188,3.0
3374,29,191,3.0
3375,29,196,3.0
3376,29,204,4.0
3377,29,208,3.0
3378,29,216,5.0
3379,29,218,3.0
3380,29,224,4.0
3381,29,225,3.0
3382,29,231,3.0
3383,29,233,3.0
3384,29,234,3.0
3385,29,235,3.0
3386,29,237,4.0
3387,29,246,3.0
3388,29,248,3.0
3389,29,249,5.0
3390,29,250,3.0
3391,29,253,5.0
3392,29,255,3.0
3393,29,256,3.0
3394,29,266,4.0
3395,29,267,4.0
3396,29,271,3.0
3397,29,272,3.0
3398,29,273,4.0
3399,29,274,3.0
3400,29,277,3.0
3401,29,280,3.0
3402,29,282,4.0
3403,29,288,3.0
3404,29,292,5.0
3405,29,293,4.0
3406,29,294,3.0
3407,29,296,5.0
3408,29,300,2.0
3409,29,303,3.0
3410,29,312,2.0
3411,29,315,4.0
3412,29,316,3.0
3413,29,317,4.0
3414,29,318,5.0
3415,29,328,2.0
3416,29,329,3.0
3417,29,333,4.0
3418,29,339,3.0
3419,29,340,3.0
3420,29,344,3.0
3421,29,349,3.0
3422,29,351,3.0
3423,29,352,4.0
3424,29,353,3.0
3425,29,355,3.0
3426,29,356,5.0
3427,29,358,4.0
3428,29,362,4.0
3429,29,364,4.0
3430,29,365,4.0
3431,29,367,3.0
3432,29,368,4.0
3433,29,370,3.0
3434,29,371,1.0
3435,29,374,3.0
3436,29,377,4.0
3437,29,380,3.0
3438,29,382,3.0
3439,29,383,5.0
3440,29,405,3.0
3441,29,410,3.0
3442,29,413,3.0
3443,29,415,3.0
3444,29,416,3.0
3445,29,420,3.0
3446,29,428,5.0
3447,29,431,5.0
3448,29,432,4.0
3449,29,434,4.0
3450,29,435,3.0
3451,29,437,3.0
3452,29,442,4.0
3453,29,455,3.0
3454,29,457,3.0
3455,29,464,3.0
3456,29,466,3.0
3457,29,475,3.0
3458,29,480,5.0
3459,29,481,3.0
3460,29,482,3.0
3461,29,485,4.0
3462,29,491,3.0
3503,30,5,2.5
3504,30,163,1.0
3505,30,168,0.5
3506,30,225,2.0
3507,30,265,3.0
3508,30,466,3.5
3534,31,1,3.0
3535,31,110,5.0
3536,31,260,5.0
3537,31,364,3.0
3780,32,6,3.0
3781,32,10,3.0
3782,32,14,3.0
3783,32,16,3.0
3784,32,17,4.0
3785,32,19,3.0
3786,32,25,4.0
3787,32,31,3.0
3788,32,34,4.0
3789,32,36,3.0
3790,32,39,3.0
3791,32,45,3.0
3792,32,47,3.0
3793,32,50,5.0
3794,32,58,4.0
3795,32,110,3.0
3796,32,150,4.0
3797,32,151,3.0
3798,32,153,3.0
3799,32,161,3.0
3800,32,165,3.0
3801,32,170,3.0
3802,32,173,3.0
3803,32,185,3.0
3804,32,225,3.0
3805,32,231,3.0
3806,32,235,3.0
3807,32,247,3.0
3808,32,260,4.0
3809,32,292,4.0
3810,32,296,5.0
3811,32,300,3.0
3812,32,315,2.0
3813,32,316,3.0
3814,32,318,5.0
3815,32,319,4.0
3816,32,337,4.0
3817,32,342,4.0
3818,32,344,3.0
3819,32,345,3.0
3820,32,350,3.0
3821,32,355,2.0
3822,32,356,3.0
3823,32,357,4.0
3824,32,368,5.0
3825,32,371,3.0
3826,32,377,3.0
3827,32,380,4.0
3828,32,410,3.0
3829,32,434,4.0
3830,32,442,3.0
3831,32,454,3.0
3832,32,457,4.0
3833,32,468,3.0
3834,32,474,4.0
3835,32,480,3.0
3836,32,497,4.0
3853,33,157,3.0
3854,33,161,4.0
3855,33,293,5.0
3856,33,345,4.0
3857,33,370,1.0
3858,33,480,1.0
3903,34,1,5.0
3904,34,2,3.0
3905,34,7,3.0
3906,34,10,5.0
3907,34,15,3.0
3908,34,17,5.0
3909,34,21,4.0
3910,34,32,4.0
3911,34,34,3.0
3912,34,45,4.0
3913,34,48,4.0
3914,34,60,4.0
3915,34,68,4.0
3916,34,95,4.0
3917,34,104,3.0
3918,34,107,4.0
3919,34,135,3.0
3920,34,141,4.0
3921,34,150,5.0
3922,34,153,3.0
3923,34,158,3.0
3924,34,161,5.0
3925,34,165,4.0
3926,34,172,3.0
3927,34,173,1.0
3928,34,181,2.0
3929,34,185,3.0
3930,34,186,3.0
3931,34,203,4.0
3932,34,204,4.0
3933,34,208,5.0
3934,34,224,3.0
3935,34,231,3.0
3936,34,236,4.0
3937,34,237,4.0
3938,34,239,5.0
3939,34,252,4.0
3940,34,261,4.0
3941,34,272,4.0
3942,34,277,3.0
3943,34,289,4.0
3944,34,296,3.0
3945,34,316,4.0
3946,34,317,3.0
3947,34,329,4.0
3948,34,338,3.0
3949,34,339,4.0
3950,34,344,3.0
3951,34,355,4.0
3952,34,356,5.0
3953,34,357,5.0
3954,34,364,4.0
3955,34,367,5.0
3956,34,368,4.0
3957,34,370,4.0
3958,34,376,4.0
3959,34,377,5.0
3960,34,380,5.0
3961,34,410,4.0
3962,34,432,3.0
3963,34,434,3.0
3964,34,435,3.0
3965,34,440,5.0
3966,34,442,3.0
3967,34,457,5.0
3968,34,466,3.0
3969,34,474,4.0
3970,34,480,5.0
3971,34,485,3.0
3972,34,494,4.0
3996,35,47,5.0
3997,35,50,5.0
3998,35,60,4.0
3999,35,107,4.0
4000,35,110,4.5
4001,35,111,5.0
4002,35,153,3.0
4003,35,208,3.5
4004,35,231,1.0
4005,35,253,4.5
4006,35,260,3.0
4007,35,293,5.0
4008,35,296,5.0
4009,35,318,4.0
4010,35,344,2.0
4011,35,356,4.5
4012,35,367,3.0
4013,35,413,2.5
4014,35,480,3.0
4191,36,145,3.5
4192,36,163,3.0
4193,36,196,3.0
4194,36,485,1.5
4231,38,3,3.0
4232,38,7,5.0
4233,38,8,3.0
4234,38,11,4.0
4235,38,21,1.0
4236,38,36,3.0
4237,38,47,4.0
4238,38,52,1.0
4239,38,62,5.0
4240,38,135,3.0
4241,38,141,2.0
4242,38,150,5.0
4243,38,153,3.0
4244,38,155,4.0
4245,38,160,1.0
4246,38,161,4.0
4247,38,165,3.0
4248,38,195,4.0
4249,38,204,3.0
4250,38,207,5.0
4251,38,222,3.0
4252,38,225,5.0
4253,38,233,4.0
4254,38,237,5.0
4255,38,241,2.0
4256,38,252,2.0
4257,38,265,3.0
4258,38,267,2.0
4259,38,276,5.0
4260,38,277,4.0
4261,38,279,4.0
4262,38,282,4.0
4263,38,289,5.0
4264,38,292,5.0
4265,38,294,2.0
4266,38,296,1.0
4267,38,300,1.0
4268,38,315,5.0
4269,38,317,3.0
4270,38,339,4.0
4271,38,349,4.0
4272,38,350,5.0
4273,38,356,5.0
4274,38,364,5.0
4275,38,368,3.0
4276,38,371,4.0
4277,38,377,5.0
4278,38,378,4.0
4279,38,380,3.0
4280,38,440,5.0
4281,38,450,4.0
4282,38,454,3.0
4283,38,457,3.0
4284,38,458,3.0
4285,38,466,2.0
4286,38,467,5.0
4287,38,477,3.0
4288,38,480,3.0
4305,39,1,5.0
4306,39,6,5.0
4307,39,25,4.0
4308,39,32,3.0
4309,39,36,5.0
4310,39,52,3.0
4311,39,95,4.0
4312,39,112,2.0
4313,39,260,5.0
4314,39,376,4.0
4325,40,11,3.0
4326,40,50,3.0
4327,40,111,5.0
4328,40,223,1.0
4329,40,246,5.0
4330,40,348,4.0
4331,40,352,5.0
4332,40,356,1.0
4333,40,441,4.0
4334,40,471,1.0
4398,41,4,2.0
4399,41,58,5.0
4400,41,85,4.0
4401,41,154,4.0
4402,41,446,3.0
4457,42,31,4.5
4458,42,111,4.0
4459,42,260,4.5
4460,42,296,4.5
4461,42,355,1.0
4508,43,28,4.5
4509,43,150,3.5
4510,43,232,4.0
4511,43,260,3.5
4512,43,261,5.0
4513,43,277,0.5
4514,43,296,4.0
4515,43,318,4.0
4516,43,344,2.0
4517,43,356,5.0
4518,43,367,2.5
4519,43,480,2.5
4595,44,260,4.0
4596,44,296,4.0
4597,44,349,4.0
4628,45,318,1.5
4629,45,353,2.0
4672,46,5,3.0
4673,46,6,2.0
4674,46,11,4.0
4675,46,21,5.0
4676,46,25,5.0
4677,46,32,3.0
4678,46,36,5.0
4679,46,39,3.0
4680,46,45,5.0
4681,46,47,3.0
4682,46,50,4.0
4683,46,52,5.0
4684,46,57,4.0
4685,46,58,4.0
4686,46,62,4.0
4687,46,64,1.0
4688,46,65,1.0
4689,46,95,3.0
4690,46,102,3.0
4691,46,111,4.0
4692,46,122,1.0
4693,46,125,5.0
4694,46,141,5.0
4695,46,144,4.0
4696,46,150,3.0
4697,46,156,4.0
4698,46,157,4.0
4699,46,162,4.0
4700,46,171,4.0
4701,46,176,5.0
4702,46,185,3.0
4703,46,186,3.0
4704,46,194,4.0
4705,46,195,3.0
4706,46,203,2.0
4707,46,206,5.0
4708,46,208,3.0
4709,46,223,5.0
4710,46,224,3.0
4711,46,225,1.0
4712,46,231,1.0
4713,46,232,4.0
4714,46,233,5.0
4715,46,234,4.0
4716,46,235,5.0
4717,46,246,5.0
4718,46,248,3.0
4719,46,253,3.0
4720,46,256,2.0
4721,46,265,4.0
4722,46,272,4.0
4723,46,275,3.0
4724,46,282,2.0
4725,46,288,3.0
4726,46,292,3.0
4727,46,296,5.0
4728,46,300,5.0
4729,46,305,4.0
4730,46,312,3.0
4731,46,315,1.0
4732,46,316,2.0
4733,46,322,5.0
4734,46,333,2.0
4735,46,337,4.0
4736,46,339,3.0
4737,46,342,3.0
4738,46,344,4.0
4739,46,345,4.0
4740,46,348,4.0
4741,46,350,3.0
4742,46,351,3.0
4743,46,356,3.0
4744,46,357,5.0
4745,46,360,2.0
4746,46,367,3.0
4747,46,370,4.0
4748,46,372,5.0
4749,46,378,4.0
4750,46,380,1.0
4751,46,413,3.0
4752,46,417,3.0
4753,46,420,3.0
4754,46,433,1.0
4755,46,434,2.0
4756,46,435,3.0
4757,46,440,4.0
4758,46,442,3.0
4759,46,445,4.0
4760,46,454,3.0
4761,46,457,3.0
4762,46,466,4.0
4763,46,475,3.0
4764,46,480,3.0
4765,46,489,1.0
4794,47,1,1.0
4795,47,34,0.5
4796,47,47,3.0
4797,47,88,4.5
4798,47,110,3.0
4799,47,208,2.0
4800,47,231,0.5
4801,47,253,3.0
4802,47,262,2.0
4803,47,292,3.5
4804,47,296,4.0
4805,47,303,3.0
4806,47,318,3.5
4807,47,344,1.0
4808,47,356,1.5
4809,47,364,1.0
4810,47,367,0.5
4811,47,383,0.5
4812,47,480,3.5
4844,48,6,4.0
4845,48,14,3.0
4846,48,17,4.0
4847,48,25,5.0
4848,48,43,5.0
4849,48,47,4.0
4850,48,50,5.0
4851,48,52,4.0
4852,48,62,4.0
4853,48,94,4.0
4854,48,110,4.0
4855,48,111,4.0
4856,48,141,3.0
4857,48,144,4.0
4858,48,151,4.0
4859,48,171,3.0
4860,48,223,3.0
4861,48,230,3.0
4862,48,232,4.0
4863,48,246,4.0
4864,48,247,4.0
4865,48,249,4.0
4866,48,260,4.0
4867,48,265,3.0
4868,48,272,4.0
4869,48,296,5.0
4870,48,307,3.0
4871,48,318,5.0
4872,48,319,4.0
4873,48,326,4.0
4874,48,357,4.0
4875,48,369,4.0
4876,48,373,4.0
4877,48,380,3.0
4878,48,412,4.0
4879,48,417,3.0
4880,48,428,4.0
4881,48,431,4.0
4882,48,452,3.0
4883,48,468,4.0
4884,48,475,3.0
4885,48,497,4.0
4943,49,50,5.0
4944,49,163,3.5
4945,49,216,3.0
4946,49,296,5.0
4947,49,333,3.0
4948,49,475,4.5
4973,50,32,4.0
4974,50,39,3.5
4975,50,47,4.0
4976,50,150,3.5
4977,50,215,5.0
4978,50,296,5.0
4979,50,308,4.0
4980,50,318,4.0
4981,50,319,3.0
4982,50,344,2.0
4983,50,356,4.5
4984,50,357,4.0
4985,50,372,5.0
4986,50,497,4.0
5072,51,19,3.0
5073,51,47,5.0
5074,51,50,5.0
5075,51,70,3.0
5076,51,231,5.0
5077,51,296,5.0
5078,51,318,5.0
5079,51,344,5.0
5080,51,367,4.0
5081,51,463,2.0
5174,52,19,3.0
5175,52,34,4.0
5176,52,110,4.0
5177,52,111,3.0
5178,52,160,3.0
5179,52,253,3.0
5180,52,266,4.0
5181,52,296,3.0
5182,52,356,3.0
5183,52,364,3.0
5184,52,380,4.0
5185,52,410,4.0
5186,52,435,3.0
5187,52,454,4.0
5188,52,457,4.0
5189,52,480,5.0
5194,53,1,4.0
5195,53,21,5.0
5196,53,29,5.0
5197,53,32,4.0
5198,53,41,4.0
5199,53,50,5.0
5200,53,58,5.0
5201,53,62,1.0
5202,53,78,3.0
5203,53,100,4.0
5204,53,114,4.0
5205,53,124,5.0
5206,53,149,5.0
5207,53,159,3.0
5208,53,162,5.0
5209,53,175,4.0
5210,53,213,5.0
5211,53,229,5.0
5212,53,230,5.0
5213,53,232,5.0
5214,53,263,4.0
5215,53,272,3.0
5216,53,296,3.0
5217,53,299,3.0
5218,53,309,5.0
5219,53,314,3.0
5220,53,316,1.0
5221,53,318,3.0
5222,53,326,4.0
5223,53,334,4.0
5224,53,337,4.0
5225,53,342,5.0
